taxid	taxonomy	CMS001_001_Ra_S1	CMS001_002_Ra_S1	CMS001_003_Ra_S2	CMS001_004_Ra_S2	CMS001_005_Ra_S3	CMS001_006_Ra_S5	CMS001_007_Ra_S12	CMS001_008_Ra_S3	CMS001_009_Ra_S13	CMS001_010_Ra_S1	CMS001_011_Ra_S4	CMS001_012_Ra_S4	CMS001_013_Ra_S5	CMS001_014_Ra_S5	CMS001_015_Ra_S13	CMS001_016_Ra_S6	CMS001_017_Ra_S6	CMS001_018_Ra_S14	CMS001_019_Ra_S14	CMS001_020_Ra_S15	CMS001_021_Ra_S16	CMS001_022_Ra_S6	CMS001_023_Ra_S17	CMS001_024_Ra_S15	CMS001_025_Ra_S7	CMS001_026_Ra_S18	CMS001_027_Ra_S16	CMS001_028_Ra_S17	CMS001_029_Ra_S18	CMS001_030_Ra_S7	CMS001_031_Ra_S19	CMS001_032_Ra_S7	CMS001_033_Ra_S8	CMS001_034_Ra_S19	CMS001_035_Ra_S20	CMS001_036_Ra_S20	CMS001_037_Ra_S21	CMS001_038_Ra_S22	CMS001_039_Ra_S9	CMS001_040_Ra_S21	CMS001_041_Ra_S10	CMS001_042_Ra_S23	CMS001_043_Ra_S24	CMS001_044_Ra_S25	CMS001_045_Ra_S2	CMS001_046_Ra_S3	CMS001_047_Ra_S4	CMS001_048_Ra_S5	CMS001_049_Ra_S6	CMS001_050_Ra_S23	CMS001_051_Ra_S8	CMS001_052_Ra_S7	CMS001_053_Ra_S8	CMS001_054_Ra_S11	CMS001_055_Ra_S9	CMS001_056_Ra_S10	CMS001_057_Ra_S11	CMS001_058_Ra_S9	CMS001_059_Ra_S10	CMS001_060_Ra_S12	CMS001_water2_S24	CMS001_water3_Qiagen_S26	CMS001_water4_Zymo_S27	CMS002_001a_Rb_S116_L004	CMS002_004a_Rb_S117_L004	CMS002_007a_Rb_S118_L004	CMS002_010a_Rb_S119_L004	CMS002_013a_Rb_S120_L004	CMS002_017a_Rb_S122_L004	CMS002_017b_Rb_S123_L004	CMS002_017c_Rb_S124_L004	CMS002_017d_Rb_S125_L004	CMS002_017e_Rb_S126_L004	CMS002_018a_Rb_S128_L004	CMS002_018b_Rb_S129_L004	CMS002_019a_Rb_S130_L004	CMS002_020a_Rb_S131_L004	CMS002_020b_Rb_S132_L004	CMS002_020c_Rb_S133_L004	CMS002_020d_Rb_S134_L004	CMS002_020e_Rb_S135_L004	CMS002_021a_Rb_S136_L004	CMS002_022a_Rb_S137_L004	CMS002_023a_Rb_S138_L004	CMS002_025a_Rb_S140_L004	CMS002_025b_Rb_S141_L004	CMS002_025c_Rb_S142_L004	CMS002_025e_Rb_S144_L004	CMS002_026a_Rb_S146_L004	CMS002_026b_Rb_S147_L004	CMS002_026c_Rb_S148_L004	CMS002_026d_Rb_S149_L004	CMS002_026e_Rb_S150_L004	CMS002_027a_Rb_S152_L004	CMS002_027b_Rb_S153_L004	CMS002_028a_Rb_S154_L004	CMS002_028b_Rb_S155_L004	CMS002_028c_Rb_S156_L004	CMS002_028d_Rb_S157_L004	CMS002_028e_Rb_S158_L004	CMS002_029a_Rb_S159_L004	CMS002_029b_Rb_S160_L004	CMS002_029c_Rb_S161_L004	CMS002_029d_Rb_S162_L004	CMS002_029e_Rb_S164_L004	CMS002_031a_Rb_S165_L004	CMS002_032a_Rb_S166_L004	CMS002_033a_Rb_S167_L004	CMS002_034a_Rb_S168_L004	CMS002_035a_Rb_S169_L004	CMS002_036a_Rb_S170_L004	CMS002_037a_Rb_S171_L004	CMS002_038a_Rb_S172_L004	CMS002_039a_Rb_S173_L004	CMS002_040a_Rb_S174_L004	CMS002_041a_Rb_S176_L004	CMS002_042a_Rb_S177_L004	CMS002_044a_Rb_S178_L004	CMS002_044b_Rb_S179_L004	CMS002_044c_Rb_S180_L004	CMS002_044d_Rb_S181_L004	CMS002_044e_Rb_S182_L004	CMS002_045a_Rb_S183_L004	CMS002_045b_Rb_S184_L004	CMS002_045c_Rb_S185_L004	CMS002_045d_Rb_S186_L004	CMS002_045e_Rb_S188_L004	CMS002_045f_Rb_S189_L004	CMS002_045g_Rb_S190_L004	CMS002_046a_Rb_S191_L004	CMS002_046b_Rb_S192_L004	CMS002_047a_Rb_S193_L004	CMS002_047b_Rb_S194_L004	CMS002_047c_Rb_S195_L004	CMS002_047d_Rb_S196_L004	CMS002_047e_Rb_S197_L004	CMS002_047f_Rb_S198_L004	CMS002_047g_Rb_S200_L004	CMS002_047h_Rb_S1_L004	CMS002_047i_Rb_S2_L004	CMS002_047j_Rb_S3_L004	CMS002_049a_Rb_S4_L004	CMS002_050a_Rb_S5_L004	CMS002_051a_Rb_S6_L004	CMS002_053a_Rb_S7_L004	CMS002_054a_Rb_S8_L004	CMS002_056a_Rb_S9_L004	CMS002_057a_Rb_S10_L004	CMS002_0Water1_Rb_S127_L004	CMS002_0Water2_Rb_S139_L004	CMS002_0Water3_Rb_S151_L004	CMS002_0Water4_Rb_S163_L004	CMS002_0Water5_Rb_S175_L004	CMS002_0Water6_Rb_S187_L004	CMS002_0Water7_Rb_S199_L004
2923|Toti-like	2923|Toti-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39|Toti-like	39|Toti-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	616	0	0	4499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42|Toti-like	42|Toti-like	0	0	0	0	0	0	608	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	163	0	0	94	0	13	0	0	0	0	20	0	20	0	0	0	0	0	404	0	0	0	0	30	0	0	45	0	0	0	1429	0	0	0	512	0	0	0	0	136	0	0	338	196	0	0	0	34	0	0	0	0	0	20	0	244	0	0	0	0	2139	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123	0	0	334	0	0	0	1502	0	0	0	0	0	0	0	324	1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
49|Toti-like	49|Toti-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5308|Toti-like	5308|Toti-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55|Toti-like	55|Toti-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	88	0	0	0	0	210	0	138	0	0	0	0	0	0	160	0	0	0	223	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	84	0	0	0	0	0	0	0	0	0	132	0	0	0	13	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	288	0	0	0	760	0	0	0	0	0	0	0	101	4045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0
56|Toti-like	56|Toti-like	0	17	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	133	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	0
57|Toti-like	57|Toti-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328
6512|Toti-like	6512|Toti-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78|Toti-like	78|Toti-like	0	0	0	0	0	0	0	0	0	0	0	0	1744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2603435	Aedes aegypti totivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9405	18769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1922855	Hubei chryso-like virus 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Keturi virus	Keturi virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131567	cellular organisms	64	486	110	33	253	752	75884	774	95	263	36	2436	2490	4	171	288	10	0	0	91	8	432	6	450	1732	26	8	29	102	6474	39	285	226	582	363	595	13	4	28	5	6	50	399	55	140	2796	116	5584	20789	620	282	0	33	566	30	297	49	157	1557	4378	102	3101	815	3	48	427	28	157	15	1254	90	506	241	265	190	3	93	63	117	20	770	95	14	17	7	36	1187	39	598	475	2328	389	1801	1391	57161	26	241	119	708	1601	34	438	1468	17255	1563	0	0	18	95	1341	56	0	392	0	56	90	145	0	16	209	487	148	343	529	135	77	1031	1334	9	0	13	111	2701	22	3	0	483	0	0	4598	472	92	13	479	24339	627	8	14	240	6	619	0	52	8305	4247
2759	Eukaryota	0	415	1318	79	54	359	587	133	871	106	188	0	2121	40	75	129	0	0	35	0	12	73	0	72	141	9	6	18	5	30	83	107	74	1475	139	974	435	56	4	55	17	7	72	81	362	644	75	1266	61	139	127	7	1384	128	41	166	175	163	788	300	60	3	417	0	736	478	102	1133	46	605	398	31	157	434	103	12	253	271	16	150	353	792	47	11	0	67	1228	141	13247	89	157	217	1437	853	255	12	186	45	774	468	72	413	473	53	679	0	4	3	77	25	303	74	15	0	51	72	368	0	300	329	98	170	498	202	102	108	367	570	17	0	16	219	2244	0	15	19	126	0	32	322	371	68	0	225	4	157	0	27	614	17	255	4	71	116	15301
5654	Trypanosomatidae	0	0	0	0	0	0	36493	0	0	4	0	0	0	0	0	0	0	0	8314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	21	0	0	4	0	0	8711	0	0	0	0	0	61681	0	0	0	0	0	0	0	0	0	0	0	10346	0	0	0	0	0	0	0	0	60117	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1286322	Leishmaniinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	8	3	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	35153	0	0	0	0	0	0	0	0	0	0	0	13158	0	0	0	0	0	0	0	0	167925	10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2002	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5690	Trypanosoma	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1501	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	17	0	0	0	0	0	0	0	10712	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
5794	Apicomplexa	0	0	176	0	0	0	84	0	19	8	0	0	0	0	6	0	0	0	10	0	3	7	0	3	3	0	40	0	0	0	75	11	16	282	0	184	0	10	0	8	0	0	48	7	22	34	8	101	0	0	11	0	123	161	6	11	6	5	39	136	3	0	4	0	93	112	10	36	0	19	28	0	6	34	7	0	78	286	0	0	0	147	0	0	0	0	314	101	18	14	22	6	207	81	26	0	11	10	141	249	32	96	28	0	48	0	0	0	0	0	0	0	0	0	0	3	56	0	227	717	91	29	55	5	3	0	20	54	0	0	0	3	2714	0	0	0	3	131	248	0	898	0	0	3	0	0	0	0	115	12	261	0	0	35	92
33154	Opisthokonta	0	0	89	0	7	0	61	70	11	0	0	8	20	4	4	12	0	0	7	0	0	3	0	12	0	0	0	0	0	0	4	49	124	115	6	85	0	4	0	19	14	0	31	14	108	41	0	64	8	23	13	0	34	44	10	55	61	22	877	70	17	0	77	0	12	129	3	29	0	102	12	18	60	9	4	0	16	39	29	0	49	104	0	0	0	0	81	5	6	182	4	104	464	117	14	7	81	8	193	124	41	79	59	126	48	0	0	0	20	0	25	0	68	0	4	10	74	0	8	77	22	44	166	18	3	0	105	33	0	0	0	0	376	0	4	0	69	0	0	0	5	0	0	55	0	19	0	0	65	0	16	0	20	40	7
4751	Fungi	0	0	3	0	0	0	0	3	29	8	11	0	0	4	21	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	34	0	82	0	0	3	5	0	10	0	0	0	5	0	88	0	6	0	0	7	56	0	0	0	0	0	0	0	0	4	0	0	3	0	6	18	0	0	0	0	0	4	0	4	0	0	0	10	0	6	0	0	0	21	0	23	0	8	93	0	0	0	8	10	0	0	0	0	0	7	0	9	0	0	0	0	12	0	0	0	0	0	6	6	0	0	0	3	3	12	0	0	12	3	9	0	0	9	0	26	0	6	0	0	0	0	0	0	68	0	0	0	18	14	4	3	8	0	3	0	14	0
6029	Microsporidia	0	0	0	0	0	0	0	0	0	0	0	0	1881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1256	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	534	0	0	0	0	0	0	10529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	14331
451864	Dikarya	51	0	119	0	0	50	19	13	235	8	14	7	3	72	55	11	0	3	24	5	0	91	4	3	7	39	0	10	0	0	58	20	27	307	17	65	24	0	25	5	0	13	42	0	18	49	10	148	4	23	27	342	201	44	0	162	13	34	4165	34	9	6	61	4	10	292	5	27	6	266	6	0	120	19	4	4	50	10	7	12	181	23	22	4	0	8	115	8	4	107	19	4	226	55	16	194	7	7	138	111	36	37	239	3	160	4	0	22	8	1328	44	5	14	0	0	9	13	0	3	17	43	31	38	6	19	1321	27	16	4	0	22	5	2017	5	42	12	6	0	6	22	0	0	6	4	12	22	3	33	28	62	260	6	7	29	15
33213	Bilateria	0	4	236	17	31	0	108	145	51	0	0	0	48	0	4	31	0	0	46	0	0	0	0	14	8	0	0	28	0	3	3	31	59	544	32	565	0	0	0	3	0	0	31	7	37	42	3	79	0	22	3	0	6	87	5	64	6	85	102	51	0	25	103	0	23	143	11	24	4	105	41	0	109	39	12	0	148	49	3	0	71	140	22	0	0	0	177	28	4	103	7	145	511	864	26	0	141	3	86	260	4	78	76	7	179	0	0	0	45	0	10	0	0	0	8	74	72	0	12	223	526	38	203	63	0	0	62	73	0	0	0	12	582	0	0	0	88	0	0	0	0	0	0	76	4	108	0	0	131	12	117	0	18	33	31
1206794	Ecdysozoa	0	0	36	50	121	0	34	8	5	0	0	0	13	0	6	0	0	0	0	0	0	26	0	46	48	0	0	4	0	0	6	129	7	110	150	874	12	334	0	0	0	0	18	8	33	75	89	123	0	32	25	0	18	0	0	36	8	140	54	106	0	0	136	0	17	19	40	17	227	150	24	4	4	44	26	0	10	118	35	0	155	9	0	0	0	0	148	14	51	79	50	20	471	91	4	0	0	19	29	22	4	116	52	0	189	0	0	0	9	0	85	0	0	0	28	86	195	7	3	597	10	21	443	41	23	21	111	146	0	0	0	52	1407	0	0	0	52	0	0	0	0	0	0	12	0	36	0	0	155	0	20	0	6	9	33
6231	Nematoda	0	0	23	13	6	0	24	16	26	0	0	0	21	0	0	0	0	0	4	0	0	4	0	6	4	0	0	6	0	4	9	27	8	334	3	88	5	0	0	24	28	0	0	0	10	64	9	122	0	7	2540	0	5	41	0	5	4	0	0	131	0	0	34	0	26	23	6	16	0	58	3	0	4	19	0	0	6	0	0	0	29	24	0	0	0	18	22	0	7	8	8	0	107	21	3	0	25	0	77	28	0	34	33	0	121	0	0	0	0	3	3	0	0	0	7	24	9	0	4	9	3	66	29	18	0	0	28	52	0	0	0	0	304	0	0	0	9	0	0	0	0	0	0	5	0	12	0	0	15	0	23	0	0	0	46
7711	Chordata	0	32	2819	17	5	6	146	64	182	0	8	0	29	0	4	60	0	0	27	0	0	41	6	43	74	0	6	16	5	4	17	93	57	5796	91	447	4015	31	0	24	559	0	4	23	1461	359	44	906	0	95	30	0	8	88	11	204	451	599	122	96	12	14	121	0	4981	874	62	58	28	175	100	0	38	50	170	0	251	2842	0	0	121	82	0	0	0	47	844	52	159	224	185	97	1303	552	103	0	63	22	740	255	38	793	203	14	658	0	0	0	9	0	16	0	4	0	28	156	245	0	0	735	92	130	120	132	296	0	452	457	3	0	6	22	1857	3	16	0	80	0	0	6	0	10	4	60	0	50	0	0	1034	7	189	0	117	66	145
1437010	Boreoeutheria	0	0	135	79	0	4	1450	9	1336	29	6	0	968	0	6	0	0	0	57	4	0	379	4	15	36	0	0	24	0	5	0	14	8	403	677	80	8	156	0	204	58	0	5	186	3431	56	6	508	0	31	7	6	1346	10	0	8	0	1321	188	46	96	4	14	0	6339	84	0	8	347	43	12	0	15	271	484	4	14	0	0	0	0	4	0	0	0	4	1065	340	6	55	22	23	220	633	389	0	13	4	2822	62	0	415	111	0	51	0	0	0	0	0	0	0	0	0	0	20	3005	0	0	30	0	3	23	36	6	0	25	48	0	0	0	0	694	0	0	0	17	0	0	3851	0	4	0	7	0	0	0	0	1358	0	12	0	449	0	21
35500	Pecora	0	331	48	0	13	0	1556	4	2114	0	0	0	982	0	0	0	0	0	288	0	0	115	0	0	7	0	0	0	0	0	0	16	285	67	526	1151	0	389	0	238	0	0	10	811	42	587	0	1763	0	0	85	0	1314	18	0	570	11	4	67	20	0	0	23	0	3	49	3	714	316	459	0	0	349	55	0	0	37	0	0	0	201	37	0	0	0	0	911	550	0	6	0	7	22	769	1384	0	17	0	7	3	0	630	1280	0	0	0	0	0	3	0	4	0	0	0	0	12	0	0	0	48	3	13	9	7	0	0	46	23	0	0	0	0	275	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1839	0	33	0	0	0	6
33554	Carnivora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847	0	0	0	0	0	0	0	562	0	0	0	19	0	6	0	0	0	0	0	0	5	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	305	1533	0	0	0	0	0	0	0	0	0	0	871	0	6	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	179	0	14	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	14
9989	Rodentia	0	0	166	18	0	0	34	33	158	12	3	0	6	4	0	4	0	0	0	5	8	20	0	0	5	0	0	14	0	0	16	29	13	511	12	137	0	3	0	0	4	0	0	0	79	42	20	36	0	18	0	0	0	24	0	24	0	30	15	37	0	0	48	3	1765	63	8	16	0	7	16	0	4	46	12	0	65	14	0	4	52	30	0	8	3	0	151	8	18	60	10	20	129	53	52	6	40	3	69	51	0	17	30	0	82	0	0	0	0	0	0	4	0	0	4	9	483	0	5	117	0	5	15	33	8	0	135	29	0	0	0	1646	45	0	4	4	10	0	0	44	0	5	0	34	0	22	0	0	40	0	97	4	2223	28	7
9979	Leporidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8782	Aves	0	0	38	781	8	62	24	26	5	0	0	9	0	0	0	3	0	0	6	0	0	5	0	8	0	0	0	0	0	0	7	60	0	113	4	4	1473	0	0	5	5987	0	7478	0	0	11	0	36	0	7	0	0	4	0	0	0	2379	65	0	7	0	0	16	0	10	32	0	9	0	0	107	0	0	0	1430	0	22	3772	0	0	23	10	0	0	0	5423	50	0	0	5	18	12	22	19	7	0	0	0	9	4	0	6	14	3	0	0	0	0	0	0	7	0	0	0	413	6	7	0	143	7	0	11	18	5266	0	0	9	0	0	0	0	3	157	0	0	0	9	0	0	3	0	0	0	0	0	6	0	0	112	0	18	0	7	0	0
9126	Passeriformes	0	0	23	0	0	54	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	990	0	0	0	2013	0	2507	0	8	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	4	0	0	0	5599	13	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	90	0	5	0	34	0	0	4	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
