,cluster,kingdom
1257,32080,
5581,32101,Eukaryota
5815,32103,Eukaryota
4854,32114,Eukaryota
2720,32118,Bacteria
4549,32135,Eukaryota
5847,32136,Eukaryota
6047,32149,Bacteria
1099,32161,Eukaryota
4357,32166,
1649,32181,Eukaryota
1279,32182,Eukaryota
6414,32194,Eukaryota
2028,32204,Eukaryota
6269,32214,Eukaryota
2500,32215,
75,32223,Eukaryota
1921,32247,Eukaryota
335,32267,Bacteria
4798,32268,Bacteria
2027,32331,Eukaryota
2480,32333,Eukaryota
2124,32334,
4650,32338,Eukaryota
3882,32363,Eukaryota
2173,32393,Bacteria
1136,32398,Eukaryota
4866,32401,Eukaryota
5151,32430,Bacteria
5071,32445,Eukaryota
1404,32465,Eukaryota
2881,32479,Eukaryota
5736,32484,Bacteria
5506,32525,Eukaryota
942,32526,Eukaryota
3102,32531,Viruses
977,32537,Eukaryota
2461,32607,Bacteria
5349,32633,Bacteria
5680,32638,Eukaryota
298,32639,
3243,32671,Eukaryota
4470,32683,Eukaryota
6575,32694,Bacteria
1362,32705,Eukaryota
5111,32721,Eukaryota
4374,32736,Eukaryota
3135,32738,Eukaryota
5807,32744,Bacteria
1772,32765,Bacteria
2324,32766,Bacteria
5174,32776,Eukaryota
2315,32794,Eukaryota
3876,32800,Bacteria
6477,32803,Bacteria
2661,32806,Eukaryota
1125,32810,Eukaryota
952,32822,Viruses
1927,32833,Eukaryota
4116,32842,Eukaryota
1610,32844,Eukaryota
3183,32861,Eukaryota
1413,32872,Eukaryota
276,32876,Eukaryota
6101,32885,Eukaryota
1472,32889,Viruses
3696,32896,Eukaryota
2024,32905,Eukaryota
18,32917,Eukaryota
1699,32921,Bacteria
5070,32927,Eukaryota
2040,32928,Eukaryota
6613,32939,Eukaryota
6368,32944,Eukaryota
4617,32946,
5962,32951,Eukaryota
937,32977,Eukaryota
689,32992,Eukaryota
6494,33031,Eukaryota
4163,33035,Eukaryota
4086,33072,Eukaryota
2655,33090,Eukaryota
6582,33102,Eukaryota
2101,33104,Eukaryota
344,33113,Bacteria
6562,33114,Eukaryota
1862,33117,Eukaryota
3480,33133,Eukaryota
1978,33164,
1155,33174,Eukaryota
3016,33176,Viruses
102,33188,Bacteria
5261,33189,Eukaryota
2129,33195,Eukaryota
5763,33213,Eukaryota
4517,33221,Eukaryota
5662,33236,Eukaryota
5132,33237,Eukaryota
409,33239,Viruses
1615,33274,Eukaryota
949,33286,Bacteria
5241,33292,Eukaryota
5055,33320,Bacteria
2437,33327,Bacteria
825,33340,Eukaryota
372,33350,Bacteria
6371,33351,Eukaryota
2997,33352,Eukaryota
1206,33353,Bacteria
6264,33389,Eukaryota
4982,33395,
2568,33418,Eukaryota
4612,33433,Eukaryota
6698,33444,Eukaryota
2121,33459,Eukaryota
2798,33466,Bacteria
1244,33475,Bacteria
1520,33478,Bacteria
643,33479,Bacteria
5487,33480,Bacteria
571,33504,Eukaryota
4327,33512,Eukaryota
1429,33527,Eukaryota
2272,33530,Eukaryota
2044,33531,Eukaryota
822,33541,Eukaryota
2887,33552,Bacteria
6375,33588,Eukaryota
5104,33592,Eukaryota
1687,33610,Eukaryota
4997,33625,Eukaryota
4789,33632,Eukaryota
6490,33638,Bacteria
6040,33639,Bacteria
4146,33642,Bacteria
5879,33656,Eukaryota
5193,33658,Eukaryota
3058,33670,Eukaryota
1979,33691,
2567,33715,Eukaryota
2730,33733,Eukaryota
697,33744,Eukaryota
2979,33752,Eukaryota
5566,33784,Eukaryota
462,33796,Eukaryota
5578,33808,
4393,33809,Bacteria
3762,33823,Eukaryota
6428,33835,Eukaryota
5675,33853,Eukaryota
2913,33854,Viruses
1990,33872,Eukaryota
3400,33880,
870,33886,Eukaryota
6651,33920,Bacteria
6246,33934,Bacteria
2511,33936,Eukaryota
5337,33973,
5664,33995,Bacteria
3297,34026,Bacteria
5788,34068,Eukaryota
6568,34085,
9,34086,Bacteria
1569,34087,Eukaryota
3486,34093,Eukaryota
3500,34111,Eukaryota
408,34115,Eukaryota
5083,34120,Eukaryota
1344,34129,Bacteria
4368,34138,Eukaryota
5993,34149,Bacteria
4715,34150,Eukaryota
444,34153,Bacteria
1845,34242,Eukaryota
5706,34243,Bacteria
3170,34250,Eukaryota
4139,34251,Eukaryota
6681,34258,Eukaryota
2365,34283,Eukaryota
5446,34306,Eukaryota
5242,34326,Eukaryota
3925,34338,Bacteria
2773,34356,
2305,34368,Eukaryota
911,34375,Eukaryota
4191,34389,Bacteria
2387,34390,Eukaryota
1696,34403,Eukaryota
5894,34409,Eukaryota
1159,34430,Eukaryota
3933,34458,Eukaryota
6139,34463,Bacteria
2986,34468,Bacteria
243,34488,Eukaryota
2212,34490,
5476,34492,Eukaryota
2515,34502,Eukaryota
5085,34506,Eukaryota
6768,34514,Eukaryota
1349,34528,Eukaryota
752,34536,Viruses
733,34537,Eukaryota
5030,34578,Eukaryota
1799,34584,Bacteria
2746,34605,Bacteria
1881,34609,Eukaryota
4302,34629,Eukaryota
3405,34660,Bacteria
3942,34675,Eukaryota
2406,34714,Eukaryota
6808,34760,Eukaryota
1188,34761,Bacteria
1065,34772,Eukaryota
4865,34779,Eukaryota
5631,34787,Bacteria
3150,34803,Viruses
5389,34819,Eukaryota
4304,34841,Eukaryota
4331,34842,Eukaryota
847,34851,Eukaryota
4021,34864,
1817,34878,Bacteria
5641,34894,Eukaryota
2924,34901,Bacteria
1443,34913,Bacteria
3900,34923,Eukaryota
4238,34924,Eukaryota
1359,34933,Eukaryota
2673,34944,Eukaryota
204,34950,
2573,34953,
3012,34977,Eukaryota
742,34979,Bacteria
1697,34989,Eukaryota
4294,34997,Eukaryota
6860,34998,
2747,35023,Eukaryota
5086,35031,Eukaryota
2652,35038,Eukaryota
5811,35041,Eukaryota
1846,35057,Eukaryota
1584,35078,Bacteria
726,35095,Eukaryota
1145,35100,
3382,35113,Eukaryota
1454,35116,Eukaryota
6141,35117,Eukaryota
6133,35119,Eukaryota
1777,35135,Bacteria
4581,35141,Eukaryota
5869,35145,Eukaryota
5913,35184,
2598,35215,Eukaryota
6554,35265,Eukaryota
6228,35269,Eukaryota
4434,35270,Eukaryota
712,35278,Eukaryota
566,35302,Eukaryota
5888,35345,Eukaryota
2201,35351,Bacteria
1812,35355,Bacteria
6647,35361,
1735,35363,Eukaryota
3465,35369,Eukaryota
4939,35381,Eukaryota
208,35395,Eukaryota
1407,35397,Eukaryota
1219,35416,Eukaryota
846,35425,Eukaryota
3267,35433,Eukaryota
2126,35471,
4127,35484,Bacteria
2003,35498,Eukaryota
3538,35502,Eukaryota
5288,35506,Eukaryota
5708,35507,Eukaryota
1870,35585,Eukaryota
2130,35596,Bacteria
6537,35597,Bacteria
6533,35598,Eukaryota
3260,35622,Eukaryota
4607,35643,Eukaryota
218,35653,Bacteria
5608,35666,Eukaryota
1949,35670,Eukaryota
1730,35685,Eukaryota
3519,35687,Bacteria
3723,35695,Bacteria
1044,35698,Eukaryota
3773,35699,Bacteria
5060,35702,Viruses
6287,35709,
4895,35712,
1688,35734,Eukaryota
2869,35754,Eukaryota
4352,35803,Eukaryota
114,35815,Eukaryota
5657,35841,Eukaryota
3231,35853,Eukaryota
5679,35854,Bacteria
4858,35856,Eukaryota
4525,35858,Eukaryota
4972,35873,Eukaryota
3649,35874,Eukaryota
2061,35887,Eukaryota
3831,35891,Eukaryota
2940,35899,Eukaryota
6779,35902,Eukaryota
2833,35916,Bacteria
1644,35920,Eukaryota
2494,35932,Bacteria
4473,35936,Bacteria
3891,35954,Bacteria
891,35960,Eukaryota
2294,35976,Eukaryota
2774,35979,Bacteria
5081,35992,
4580,36006,Eukaryota
6273,36056,Bacteria
2695,36100,Eukaryota
675,36101,Eukaryota
1760,36103,Eukaryota
236,36123,Bacteria
797,36133,Eukaryota
6864,36134,Eukaryota
4195,36150,Bacteria
1003,36181,Bacteria
2104,36184,Eukaryota
1285,36208,Eukaryota
2425,36211,Eukaryota
4231,36213,
4497,36231,Eukaryota
1309,36238,Bacteria
5932,36253,Eukaryota
5018,36255,Bacteria
4599,36256,Eukaryota
3507,36292,Bacteria
5495,36312,Eukaryota
3666,36314,Bacteria
4729,36356,Eukaryota
6243,36359,Bacteria
5507,36412,Eukaryota
1748,36459,Eukaryota
4621,36473,Eukaryota
3313,36496,Bacteria
554,36533,Eukaryota
1974,36548,Eukaryota
1932,36559,Eukaryota
1150,36561,Eukaryota
4474,36574,Bacteria
994,36579,Eukaryota
501,36590,Eukaryota
5456,36595,Viruses
5658,36610,Eukaryota
1389,36615,Eukaryota
6034,36620,Eukaryota
2427,36624,Eukaryota
5183,36628,Eukaryota
5172,36648,Viruses
2031,36656,Eukaryota
3892,36659,Eukaryota
2963,36660,Bacteria
1940,36668,Eukaryota
5339,36671,Eukaryota
6717,36682,Eukaryota
5571,36684,Eukaryota
2786,36697,Bacteria
5063,36701,Eukaryota
669,36710,Bacteria
4353,36712,Bacteria
5048,36733,Bacteria
6120,36734,Eukaryota
5782,36738,Eukaryota
2435,36742,Bacteria
3945,36749,Eukaryota
3316,36750,Eukaryota
2542,36775,Eukaryota
4717,36843,Bacteria
5955,36883,Bacteria
3560,36888,Eukaryota
3343,36912,Eukaryota
452,36915,Eukaryota
3595,36920,Eukaryota
3213,36926,Eukaryota
2023,36927,Bacteria
6795,36928,Bacteria
6563,36933,Eukaryota
3600,36938,Eukaryota
6831,36942,Bacteria
4686,36951,Eukaryota
4151,36967,Bacteria
1611,36971,Eukaryota
6883,36984,Bacteria
6869,36993,Eukaryota
1272,37019,Bacteria
3529,37022,Bacteria
1922,37023,Eukaryota
3256,37028,Eukaryota
5845,37047,Bacteria
6245,37083,Bacteria
1966,37084,Bacteria
2008,37093,
3988,37137,Eukaryota
2350,37157,Eukaryota
4462,37198,
4422,37210,Bacteria
1307,37250,Eukaryota
4041,37252,
1299,37269,Eukaryota
1573,37273,Eukaryota
5248,37299,Eukaryota
2050,37307,Eukaryota
5699,37310,Eukaryota
4010,37312,Eukaryota
4126,37321,Eukaryota
536,37344,Eukaryota
4681,37348,Eukaryota
975,37357,Bacteria
6697,37364,Eukaryota
1532,37372,Eukaryota
1175,37374,Bacteria
4164,37390,Bacteria
2446,37401,Bacteria
2703,37423,Eukaryota
5660,37436,Bacteria
112,37438,Eukaryota
1428,37447,Bacteria
3758,37456,
3146,37457,Bacteria
6084,37473,Eukaryota
4736,37481,Eukaryota
3068,37490,Bacteria
5064,37493,
3604,37505,Eukaryota
1245,37508,Eukaryota
6094,37527,
4188,37548,Bacteria
5661,37561,Bacteria
5400,37562,Bacteria
6633,37563,Eukaryota
653,37576,Eukaryota
3176,37577,Bacteria
5267,37604,Eukaryota
3581,37621,Bacteria
3541,37654,Eukaryota
6715,37657,Bacteria
1564,37672,Bacteria
334,37692,
4466,37696,Eukaryota
4496,37708,Eukaryota
913,37716,Eukaryota
5277,37718,Eukaryota
5586,37719,Eukaryota
3288,37720,Eukaryota
639,37737,
6031,37750,Eukaryota
2226,37762,Eukaryota
5438,37786,Eukaryota
3396,37801,Bacteria
1855,37813,Eukaryota
6444,37821,Eukaryota
5804,37850,Eukaryota
1715,37932,Eukaryota
2789,37940,Bacteria
2810,37944,Bacteria
457,37982,Eukaryota
1264,38008,Eukaryota
4088,38016,Eukaryota
4544,38021,Eukaryota
5114,38065,Eukaryota
5278,38068,Bacteria
4442,38079,Eukaryota
836,38080,Eukaryota
3610,38109,Eukaryota
720,38205,Eukaryota
6624,38209,Eukaryota
6825,38214,Eukaryota
6357,38226,Eukaryota
1452,38238,Eukaryota
3188,38252,Eukaryota
508,38267,Eukaryota
5827,38276,Eukaryota
4677,38286,Eukaryota
5408,38289,Bacteria
549,38307,Bacteria
3976,38322,Eukaryota
625,38364,Eukaryota
4134,38366,Eukaryota
2844,38371,Eukaryota
1408,38377,Bacteria
629,38380,Eukaryota
161,38424,Bacteria
1047,38431,Bacteria
308,38441,Eukaryota
3437,38453,Eukaryota
4233,38499,Eukaryota
1422,38529,Eukaryota
6770,38554,Eukaryota
3332,38586,Eukaryota
6039,38593,Bacteria
2799,38637,Eukaryota
1713,38649,Bacteria
900,38651,Bacteria
5021,38662,Eukaryota
777,38665,Bacteria
5009,38679,Eukaryota
1267,38696,Eukaryota
80,38705,
1431,38750,Archaea
6748,38782,Bacteria
2205,38783,Viruses
1858,38795,Bacteria
2163,38803,Eukaryota
4376,38855,Eukaryota
2402,38876,Bacteria
6259,38923,Eukaryota
4868,38930,Bacteria
6693,38931,Bacteria
2744,38932,Bacteria
4226,38940,
6586,38957,
3027,38960,Eukaryota
5724,38975,Eukaryota
2945,38982,Eukaryota
5469,38997,Eukaryota
2277,38998,Bacteria
5190,39014,Viruses
4823,39016,Bacteria
5013,39030,Eukaryota
3535,39034,Bacteria
2939,39046,Eukaryota
394,39052,Eukaryota
1050,39066,Eukaryota
2894,39069,Eukaryota
3761,39071,Bacteria
1028,39082,Eukaryota
946,39088,Bacteria
4568,39089,Eukaryota
1379,39097,Eukaryota
5720,39101,Eukaryota
19,39135,
6521,39137,Eukaryota
6316,39155,Bacteria
2801,39167,Eukaryota
4844,39176,Eukaryota
1391,39191,Eukaryota
4756,39195,Eukaryota
3736,39206,Eukaryota
5247,39218,Bacteria
275,39221,Eukaryota
3106,39244,Bacteria
2428,39246,Bacteria
3963,39254,Eukaryota
113,39280,Eukaryota
6749,39286,Eukaryota
3954,39292,Eukaryota
5518,39320,Eukaryota
2182,39355,Eukaryota
5998,39358,Eukaryota
5624,39389,Bacteria
1876,39404,Eukaryota
4481,39407,Eukaryota
3418,39418,Eukaryota
2620,39462,Eukaryota
2613,39477,Eukaryota
424,39491,Viruses
2386,39540,Eukaryota
6124,39549,Eukaryota
3262,39554,Bacteria
109,39573,Eukaryota
6432,39643,Bacteria
5922,39654,Eukaryota
3354,39657,Eukaryota
4493,39684,Eukaryota
5887,39693,Eukaryota
4125,39710,
2267,39725,Bacteria
45,39776,Eukaryota
926,39778,
5559,39789,Bacteria
4387,39817,Eukaryota
5841,39830,Eukaryota
2513,39845,Eukaryota
2142,39852,Eukaryota
1122,39862,Eukaryota
1106,39865,Bacteria
5997,39866,Eukaryota
2832,39898,Bacteria
1166,39921,
3423,39946,Eukaryota
5447,39956,Eukaryota
6800,39961,Eukaryota
6742,39962,
2981,39995,Eukaryota
5890,40003,Viruses
6814,40013,Eukaryota
91,40019,Eukaryota
3750,40020,Eukaryota
5700,40021,Eukaryota
3974,40023,Bacteria
1346,40042,
5394,40065,Bacteria
3788,40067,Eukaryota
5430,40097,Eukaryota
72,40098,Eukaryota
2408,40099,Bacteria
6817,40134,Eukaryota
5602,40137,Eukaryota
1124,40142,Eukaryota
1507,40167,Bacteria
6075,40169,Bacteria
1944,40195,Eukaryota
6294,40199,Eukaryota
6859,40220,Bacteria
5372,40223,Eukaryota
5474,40227,Eukaryota
5984,40240,Eukaryota
4179,40250,Eukaryota
5928,40259,Eukaryota
3845,40294,Viruses
443,40341,Eukaryota
3356,40353,Bacteria
2804,40380,Bacteria
5503,40384,Bacteria
4129,40395,
6761,40396,Eukaryota
548,40400,Eukaryota
6100,40409,Eukaryota
695,40411,Eukaryota
2113,40460,Eukaryota
4877,40461,Eukaryota
4532,40475,Eukaryota
774,40478,Eukaryota
2883,40480,Eukaryota
1276,40501,Eukaryota
5835,40502,Eukaryota
6404,40562,Bacteria
135,40609,Viruses
1134,40621,Eukaryota
2670,40624,Bacteria
5751,40655,Eukaryota
4068,40657,Eukaryota
2248,40664,Bacteria
5966,40674,Bacteria
2650,40677,Bacteria
1926,40689,Bacteria
6880,40691,Bacteria
1910,40697,Bacteria
2081,40708,Bacteria
679,40714,Bacteria
6009,40718,Bacteria
3472,40726,Bacteria
6716,40731,Eukaryota
1208,40770,Eukaryota
5050,40771,
3054,40772,Bacteria
1090,40793,Eukaryota
6736,40799,Eukaryota
3920,40817,Eukaryota
1181,40830,Eukaryota
4071,40838,Bacteria
1366,40856,
6380,40876,
6181,40890,Eukaryota
2780,40909,Eukaryota
6334,40911,Eukaryota
495,40915,Eukaryota
2442,40971,Eukaryota
4765,40984,Eukaryota
1055,40988,Eukaryota
2616,40989,Eukaryota
6232,41005,Bacteria
206,41014,Eukaryota
4806,41015,Bacteria
4322,41052,Eukaryota
4940,41058,Eukaryota
2176,41067,Eukaryota
5091,41069,Bacteria
1997,41085,Eukaryota
1057,41096,Eukaryota
3670,41099,Eukaryota
6810,41108,Eukaryota
31,41134,Bacteria
6433,41140,Bacteria
6603,41142,Eukaryota
1199,41152,Eukaryota
5285,41205,Eukaryota
6646,41206,Bacteria
3953,41236,Eukaryota
2002,41237,Eukaryota
4667,41238,Eukaryota
2395,41253,Eukaryota
6026,41264,Eukaryota
3237,41266,Bacteria
2646,41291,Eukaryota
6471,41292,Bacteria
1325,41294,Bacteria
1771,41322,Eukaryota
3191,41358,Eukaryota
1243,41361,Eukaryota
2722,41382,Eukaryota
1843,41385,Eukaryota
2019,41390,Eukaryota
932,41395,Eukaryota
951,41399,Bacteria
2575,41417,Eukaryota
217,41418,Eukaryota
1535,41426,Bacteria
3139,41435,Bacteria
5963,41437,Eukaryota
5122,41443,
23,41454,Eukaryota
5157,41464,Eukaryota
4078,41508,Eukaryota
6319,41522,Eukaryota
6472,41570,Eukaryota
2225,41595,Eukaryota
4335,41604,Eukaryota
2055,41626,Eukaryota
2923,41628,Eukaryota
6527,41633,Eukaryota
4616,41635,Eukaryota
5470,41637,Eukaryota
1831,41638,Bacteria
3642,41679,
3263,41686,Eukaryota
1135,41702,Bacteria
1466,41705,Bacteria
2690,41708,Eukaryota
3132,41745,Eukaryota
1103,41753,Eukaryota
6061,41774,Eukaryota
2161,41776,Bacteria
2189,41798,Eukaryota
5425,41825,Eukaryota
3040,41848,Bacteria
2576,41849,Bacteria
3294,41875,
2632,41880,Bacteria
3674,41892,Eukaryota
4959,41895,Eukaryota
5127,41905,Eukaryota
266,41910,Bacteria
738,41911,Eukaryota
3536,41931,
1046,41933,Eukaryota
2052,41938,Eukaryota
1355,42036,Eukaryota
5194,42038,Eukaryota
5404,42045,Bacteria
5892,42107,
848,42110,Eukaryota
5666,42118,Bacteria
4537,42135,Eukaryota
5538,42138,Eukaryota
3668,42140,Eukaryota
5214,42143,Bacteria
6656,42144,Bacteria
2119,42171,Eukaryota
5282,42177,Eukaryota
6265,42178,Eukaryota
3573,42179,Eukaryota
4270,42187,Bacteria
2900,42241,Eukaryota
766,42258,Eukaryota
1950,42282,Eukaryota
4048,42344,Eukaryota
4121,42376,Eukaryota
3005,42407,Eukaryota
1271,42432,Eukaryota
3584,42434,
3145,42437,Bacteria
5463,42440,Eukaryota
784,42443,Eukaryota
771,42452,Eukaryota
429,42471,Eukaryota
6807,42481,Eukaryota
323,42486,
286,42490,Eukaryota
2413,42494,Eukaryota
2122,42513,Eukaryota
947,42526,Eukaryota
213,42529,Eukaryota
6608,42578,Bacteria
2629,42582,Bacteria
610,42583,Bacteria
48,42585,Eukaryota
100,42598,Bacteria
3993,42603,Eukaryota
6202,42619,Eukaryota
1273,42634,Bacteria
820,42643,Eukaryota
5180,42655,Bacteria
3413,42657,Eukaryota
612,42738,Eukaryota
2431,42740,Eukaryota
1540,42764,Eukaryota
6751,42768,Bacteria
5914,42773,Eukaryota
6071,42805,Eukaryota
1475,42818,Eukaryota
6528,42837,Bacteria
3549,42863,Bacteria
4881,42881,Bacteria
6214,42886,Eukaryota
6439,42887,Bacteria
1194,42888,Bacteria
3890,42904,Bacteria
962,42917,Eukaryota
1133,42919,Eukaryota
1350,42938,
5590,42976,Eukaryota
4859,42983,Eukaryota
6543,42997,Eukaryota
1378,42999,Bacteria
41,43012,
4038,43017,Eukaryota
1942,43034,Bacteria
4857,43037,Eukaryota
5359,43094,
6345,43106,Eukaryota
6838,43117,Bacteria
6131,43125,Eukaryota
4855,43129,Eukaryota
4601,43130,Bacteria
2279,43132,Bacteria
2338,43158,Bacteria
6662,43159,Bacteria
6247,43184,Eukaryota
6774,43190,Eukaryota
1427,43191,Bacteria
2045,43217,Eukaryota
3370,43218,Eukaryota
1143,43220,Eukaryota
2194,43240,
5564,43272,Eukaryota
5988,43275,Eukaryota
3482,43281,Bacteria
261,43286,Bacteria
1119,43289,Eukaryota
5765,43293,Eukaryota
488,43297,Eukaryota
122,43309,Bacteria
1361,43310,Bacteria
6665,43316,Eukaryota
4418,43325,Eukaryota
3879,43334,Eukaryota
5296,43342,
3233,43352,Bacteria
3246,43398,Eukaryota
1209,43406,Eukaryota
824,43459,Eukaryota
5156,43471,Eukaryota
3552,43484,Eukaryota
255,43485,Eukaryota
5723,43488,Eukaryota
4695,43490,Eukaryota
4220,43498,Eukaryota
5592,43516,Eukaryota
2972,43517,Eukaryota
624,43520,Bacteria
3301,43534,Eukaryota
6262,43540,Eukaryota
3041,43577,Bacteria
4390,43587,Eukaryota
3435,43614,Eukaryota
4360,43628,Eukaryota
1893,43638,Eukaryota
6577,43641,Eukaryota
3943,43683,Eukaryota
6450,43684,Bacteria
2663,43713,Eukaryota
3633,43718,Eukaryota
5526,43736,Bacteria
6233,43753,Bacteria
2745,43772,Eukaryota
6803,43785,Eukaryota
4203,43789,Eukaryota
1769,43791,
5179,43798,Eukaryota
3147,43802,Bacteria
3162,43819,Eukaryota
5272,43821,Eukaryota
2039,43849,Eukaryota
2976,43867,Eukaryota
5574,43891,Eukaryota
739,43898,Bacteria
3833,43901,Eukaryota
517,43907,Eukaryota
6129,43910,Eukaryota
2369,43916,Eukaryota
4646,43926,Bacteria
1896,43936,Eukaryota
220,43968,Bacteria
1007,43973,Bacteria
1574,43974,Bacteria
5648,44032,Bacteria
474,44033,Bacteria
2244,44059,
1399,44102,Eukaryota
4313,44105,Eukaryota
2604,44133,Eukaryota
4928,44180,Bacteria
2563,44181,Bacteria
2625,44191,Eukaryota
401,44219,
3298,44236,Eukaryota
5639,44246,Bacteria
2734,44248,Eukaryota
5363,44256,Eukaryota
2587,44268,
6320,44282,Eukaryota
4753,44303,Bacteria
4408,44304,Bacteria
1536,44373,Eukaryota
6650,44375,Eukaryota
4039,44408,Eukaryota
3063,44424,Bacteria
4526,44431,Bacteria
5727,44432,Bacteria
1875,44443,Bacteria
6126,44459,Bacteria
1618,44461,Eukaryota
6062,44464,Bacteria
55,44468,
3545,44488,Eukaryota
6225,44490,Eukaryota
6728,44527,Eukaryota
4316,44528,
4092,44545,Bacteria
1201,44550,Eukaryota
2266,44565,Eukaryota
1424,44566,Eukaryota
1064,44603,Eukaryota
4035,44608,Eukaryota
1127,44611,Eukaryota
3533,44613,Eukaryota
4445,44614,Eukaryota
3350,44639,
6694,44644,Eukaryota
1874,44654,Eukaryota
2816,44677,Eukaryota
1002,44678,Eukaryota
4784,44680,Eukaryota
4095,44685,
4979,44688,Bacteria
4731,44694,Bacteria
4876,44697,
6263,44701,Eukaryota
6313,44708,Bacteria
4692,44715,Eukaryota
1465,44721,Eukaryota
1357,44731,Eukaryota
603,44740,Eukaryota
666,44747,Eukaryota
447,44757,Eukaryota
6118,44761,Eukaryota
6754,44765,Bacteria
5479,44783,Bacteria
1838,44790,Eukaryota
966,44798,Eukaryota
5441,44853,Eukaryota
4647,44858,Eukaryota
1367,44862,Eukaryota
1505,44885,Bacteria
1755,44921,Eukaryota
2143,44925,Bacteria
5585,44951,Eukaryota
1720,44958,Eukaryota
3039,44968,Eukaryota
2602,44987,Eukaryota
4424,45005,Eukaryota
5556,45013,Eukaryota
2738,45017,Eukaryota
6398,45020,Eukaryota
34,45028,Eukaryota
5280,45061,Eukaryota
1758,45066,Bacteria
4576,45084,Eukaryota
29,45097,Bacteria
4853,45098,Bacteria
1451,45100,Bacteria
2998,45153,Eukaryota
4014,45173,Bacteria
138,45188,Eukaryota
4478,45190,Bacteria
753,45196,Eukaryota
4330,45198,Eukaryota
3525,45211,Eukaryota
1609,45250,Eukaryota
4277,45261,Bacteria
1519,45262,Eukaryota
1968,45273,Bacteria
2906,45287,Eukaryota
1953,45304,Eukaryota
2462,45311,Viruses
6136,45345,Eukaryota
4582,45360,Bacteria
4232,45377,Eukaryota
1072,45389,Bacteria
3894,45391,Viruses
4171,45410,Eukaryota
3781,45443,Eukaryota
2970,45448,Eukaryota
2004,45456,Eukaryota
2168,45466,Eukaryota
4094,45478,Eukaryota
3092,45509,Eukaryota
6516,45519,Eukaryota
4175,45522,Eukaryota
2610,45524,Bacteria
423,45552,Eukaryota
6355,45565,Eukaryota
3800,45580,Eukaryota
4109,45585,Eukaryota
2224,45604,Viruses
6285,45607,Eukaryota
4076,45611,Bacteria
3855,45667,Bacteria
3236,45677,
3543,45686,Bacteria
2708,45689,Eukaryota
1351,45715,Eukaryota
5023,45751,Eukaryota
2416,45755,Eukaryota
874,45758,Eukaryota
1489,45759,Bacteria
1915,45764,Bacteria
5655,45783,Eukaryota
2522,45792,
4509,45793,Viruses
2269,45804,Viruses
6193,45826,Bacteria
1010,45844,Bacteria
4891,45880,Eukaryota
6144,45881,Eukaryota
1810,45884,Eukaryota
5563,45888,Eukaryota
2253,45893,Eukaryota
5406,45909,Eukaryota
1126,45910,Eukaryota
3818,46056,Eukaryota
5373,46074,Eukaryota
4455,46143,Eukaryota
6382,46151,Bacteria
3228,46171,Eukaryota
943,46193,Eukaryota
1461,46198,Eukaryota
4551,46217,Eukaryota
6619,46221,Eukaryota
6346,46232,Bacteria
6154,46238,Viruses
3392,46282,Eukaryota
6460,46283,Bacteria
3444,46334,Eukaryota
6011,46341,Eukaryota
3737,46351,Eukaryota
6892,46354,Bacteria
1894,46366,Eukaryota
4840,46372,Eukaryota
1406,46374,Eukaryota
4028,46386,Bacteria
379,46398,Eukaryota
5415,46403,Eukaryota
2379,46442,Eukaryota
130,46488,Bacteria
5304,46489,Bacteria
2198,46494,Viruses
1780,46503,Eukaryota
5412,46513,Bacteria
728,46514,Bacteria
5790,46560,Bacteria
377,46590,Eukaryota
1341,46616,
2619,46617,Eukaryota
3368,46630,Eukaryota
6235,46635,Eukaryota
6342,46638,Eukaryota
1506,46662,Eukaryota
1128,46665,Eukaryota
3453,46673,Eukaryota
830,46674,Bacteria
1499,46752,Eukaryota
4013,46778,Eukaryota
2195,46795,Eukaryota
5595,46796,Eukaryota
1800,46814,Bacteria
3076,46820,Eukaryota
2079,46845,Eukaryota
6311,46865,Eukaryota
3810,46872,Eukaryota
6005,46873,Eukaryota
407,46887,Eukaryota
5767,46938,Eukaryota
3710,46943,Eukaryota
4584,46969,Bacteria
1280,46979,Eukaryota
6668,46999,Viruses
5783,47010,Eukaryota
985,47029,Eukaryota
6260,47034,Eukaryota
5149,47039,Eukaryota
365,47052,Bacteria
3325,47066,
2012,47077,Viruses
2971,47085,Eukaryota
472,47086,Eukaryota
1343,47132,Eukaryota
6403,47153,Bacteria
3671,47158,Eukaryota
4367,47159,Eukaryota
4145,47165,Eukaryota
6231,47179,Eukaryota
3496,47189,Eukaryota
288,47190,Eukaryota
181,47191,Eukaryota
4102,47201,Eukaryota
6278,47218,Eukaryota
4934,47228,Eukaryota
2841,47267,Eukaryota
3870,47292,Bacteria
1217,47294,Eukaryota
1714,47301,Eukaryota
567,47347,Eukaryota
4281,47375,Bacteria
2283,47378,Eukaryota
6077,47409,Eukaryota
4739,47424,Eukaryota
237,47436,Eukaryota
6448,47462,Eukaryota
1049,47464,Eukaryota
3443,47467,Eukaryota
156,47468,Eukaryota
6667,47486,Eukaryota
5161,47493,Eukaryota
2654,47504,Eukaryota
5333,47554,Eukaryota
6301,47567,Eukaryota
5858,47568,Bacteria
6358,47571,Eukaryota
4917,47576,
3534,47591,Eukaryota
2508,47594,Eukaryota
6162,47596,Bacteria
3617,47607,Eukaryota
2041,47617,Eukaryota
4750,47622,Eukaryota
1747,47636,
